y;y0;y1;d;quality
35512;22430;35512;1;6.9
34528;19628;34528;1;6.2
37617;14811;37617;1;8.2
20347;20347;31634;0;2.3
39699;26351;39699;1;9.6
27862;27862;32703;0;2.9
30274;20127;30274;1;5.5
31087;33982;31087;1;3.6
29979;19989;29979;1;6
22860;22860;34960;0;2.1
31040;24647;31040;1;8.6
23930;23930;24906;0;4.4
24021;24021;31368;0;5
28205;28657;28205;1;9.6
35644;25985;35644;1;6.5
20082;20082;29176;0;0.3
19810;19810;33515;0;3
20095;20095;31722;0;0.9
20067;20067;22948;0;2.1
38729;23271;38729;1;7.3
33152;28812;33152;1;4.8
23002;23002;30092;0;1.1
24737;24737;26117;0;2.9
18821;18821;34167;0;2.5
28535;23846;28535;1;7.8
34957;19001;34957;1;6.2
22236;22236;31084;0;2.6
43588;19818;43588;1;8.1
16989;16989;21454;0;2.2
42775;31957;42775;1;8.1
24670;24670;26429;0;1.8
28739;28739;33303;0;4.2
30986;28392;30986;1;8.7
16658;16658;28079;0;2.7
21720;21720;22180;0;3.5
18564;18564;27604;0;4.3
29585;29585;31715;0;2.8
16300;16300;29195;0;1.9
21878;21878;31220;0;4.5
34360;25262;34360;1;6
23118;23118;23887;0;3.1
16285;16285;31221;0;4.5
37520;24748;37520;1;9.5
34295;22699;34295;1;5.8
33072;25696;33072;1;7.5
38981;23764;38981;1;6.5
19024;19024;30231;0;2.3
16949;16949;24243;0;3.3
31380;20513;31380;1;6.2
22687;22687;33299;0;1.3
33745;29464;33745;1;6
35094;19573;35094;1;5.4
27906;25414;27906;1;8.7
31727;24889;31727;1;7.5
30158;30158;33249;0;3.8
36837;19027;36837;1;8
33643;31959;33643;1;8
34866;24152;34866;1;8.7
33755;30461;33755;1;8.8
37088;19028;37088;1;7.2
30668;25158;30668;1;9.8
32650;24195;32650;1;5.2
29907;29907;30827;0;4.9
39000;18633;39000;1;5.6
31812;31812;33650;0;5.3
26263;21597;26263;1;4.6
40206;20254;40206;1;8.9
21066;21066;34431;0;1.5
33081;18714;33081;1;6.1
27056;27056;28129;0;0.7
32631;27553;32631;1;5.9
34023;23096;34023;1;5.7
35849;32117;35849;1;9.2
17981;17981;30123;0;1.5
36849;30662;36849;1;8.1
27663;25049;27663;1;6.8
28795;28795;31183;0;5.1
39771;24978;39771;1;7.4
19451;19451;25457;0;0.5
40903;26167;40903;1;9.9
22124;22124;23660;0;4.6
35289;21757;35289;1;7.6
35149;27081;35149;1;8.7
34828;23701;34828;1;5.5
17064;17064;18757;0;3
35186;22830;35186;1;4.4
17215;17215;27183;0;0.1
20062;20062;29138;0;2.2
40540;19608;40540;1;6.1
32141;18035;32141;1;4.9
27603;27603;22540;0;2.7
41458;19812;41458;1;4.6
27665;27665;31725;0;4.6
28874;22351;28874;1;3.8
36123;12616;36123;1;4.5
25476;25476;39419;0;4.4
27056;27056;28678;0;1.2
34050;24121;34050;1;6.8
20692;20692;24264;0;4.3
39132;30857;39132;1;6.2
20941;20941;36124;0;3
35450;27440;35450;1;6.5
25963;25963;32611;0;4.1
19390;19390;32765;0;0.9
19016;19016;28510;0;2.9
25704;30353;25704;1;6.8
23529;23529;31928;0;3.3
19168;19168;31509;0;3.2
21783;21783;33637;0;2.9
18196;18196;29584;0;2.8
35497;18222;35497;1;9.7
20000;20000;29779;0;3
32063;26281;32063;1;7.3
33567;29850;33567;1;7.9
25615;25615;29947;0;6.2
32768;23659;32768;1;3.2
33232;27877;33232;1;9.6
18245;18245;28166;0;2.3
20914;20914;36263;0;1.9
23303;23303;31700;0;3.8
34247;22928;34247;1;7.2
36586;20079;36586;1;9.5
19749;19749;34418;0;1.6
33676;26460;33676;1;5.4
19962;19962;28903;0;3.1
35348;27860;35348;1;8.2
34357;22273;34357;1;7
30308;30308;33557;0;6.3
20552;20552;31540;0;2.9
19097;19097;33279;0;4.1
20664;20664;35879;0;3.1
38169;20007;38169;1;7.5
31855;31272;31855;1;9.3
37028;33736;37028;1;8.5
37285;33746;37285;1;9.4
31126;20757;31126;1;9.1
22758;22758;30410;0;2.3
27572;23815;27572;1;6.5
35534;17916;35534;1;4.8
24182;24182;31648;0;5.1
36238;18173;36238;1;8.4
18535;18535;27102;0;4.3
15922;15922;37370;0;0.3
35315;20477;35315;1;5.8
21810;21810;31671;0;3.3
36134;28113;36134;1;6.8
32494;26441;32494;1;8.3
35021;29598;35021;1;9.1
36107;32577;36107;1;6.5
28688;25410;28688;1;8.4
23581;23581;32683;0;3.8
42593;28074;42593;1;4.8
16793;16793;27233;0;1.6
25361;25361;27400;0;4.8
34172;28212;34172;1;7.9
28336;27734;28336;1;7.5
36579;24539;36579;1;9.3
17301;17301;32979;0;2.2
15640;15640;30431;0;0.1
21172;21172;25270;0;1.7
31331;17976;31331;1;3.4
27729;18753;27729;1;6.7
35112;23052;35112;1;9.7
31369;21588;31369;1;6.4
27599;22711;27599;1;6.9
34816;19853;34816;1;7.8
26527;26527;34528;0;4.2
21792;21792;27943;0;4.6
22203;22203;27643;0;1.2
42566;20299;42566;1;9
22609;22609;27578;0;3.6
29173;25000;29173;1;6.7
41427;28888;41427;1;7.8
24903;24903;27702;0;1.9
28615;28615;27475;0;5.8
20414;20414;27615;0;2.5
28000;28000;31005;0;3.2
33175;23489;33175;1;6.6
24131;24131;27810;0;1.8
34757;26858;34757;1;6.8
22116;22116;33144;0;4.6
33787;20760;33787;1;3.9
18434;18434;29101;0;1.1
40994;27042;40994;1;6.8
40480;32136;40480;1;10
20173;20173;31190;0;2.8
32071;30732;32071;1;9.4
26430;25912;26430;1;9.9
34807;21161;34807;1;7.5
29574;29574;24496;0;4
44043;23745;44043;1;5.5
17697;17697;34092;0;2
30355;26482;30355;1;3.2
29179;29946;29179;1;6.9
37176;26695;37176;1;9.7
30820;30820;37976;0;5.6
20300;20300;27002;0;1
23597;23597;27968;0;1.3
36124;27811;36124;1;8.3
17191;17191;29854;0;2.7
32154;25523;32154;1;5.9
32045;22791;32045;1;7.6
34000;24972;34000;1;8.1
18689;18689;26583;0;0.9
30386;26917;30386;1;9.2
17554;17554;31616;0;1.2
30531;21073;30531;1;4.9
45945;19884;45945;1;9.8
33286;25692;33286;1;5.8
20484;20484;34717;0;5.8
21200;21200;39957;0;0
32007;24935;32007;1;9
28874;30141;28874;1;4.4
16358;16358;27873;0;0.3
27067;26873;27067;1;8
21377;21377;32579;0;6.1
33944;22699;33944;1;9.9
20370;20370;23502;0;2.7
20219;20219;30522;0;1.3
31735;26875;31735;1;7.2
30677;30677;26291;0;5.9
32844;22896;32844;1;9.3
22329;22329;32666;0;5.1
27840;23362;27840;1;4.9
34621;22587;34621;1;9.2
35563;27070;35563;1;9
18583;18583;29375;0;4
32438;22180;32438;1;3.5
17353;17353;31089;0;5
43340;25497;43340;1;9.3
23595;23595;24710;0;1.7
39059;21435;39059;1;9
28059;28059;33496;0;4.9
24913;24913;30307;0;5.7
20788;20788;28167;0;1.2
33534;30968;33534;1;7.5
18894;18894;28972;0;4.4
24307;21213;24307;1;6.3
19688;19688;31717;0;2.7
37453;21886;37453;1;6.3
19462;19462;33597;0;4.3
27729;27729;38183;0;5.6
24149;24149;27511;0;2.5
32556;29839;32556;1;7.8
34133;24429;34133;1;9.5
33180;25220;33180;1;4.6
18429;18429;30530;0;2.8
16476;16476;33302;0;3.4
34058;24077;34058;1;4.9
33631;19318;33631;1;6.9
24263;24263;31940;0;3.5
23176;23176;20257;0;3.4
32238;28125;32238;1;7.6
16478;16478;28782;0;0.1
34494;21497;34494;1;9
31075;19486;31075;1;8
14851;14851;34639;0;3.6
30491;28978;30491;1;9.1
24788;24788;36609;0;1.5
34065;29866;34065;1;8.9
39327;24809;39327;1;6.6
41614;28634;41614;1;9.4
31527;21614;31527;1;7
33587;33587;28558;0;6.1
27908;27908;30594;0;3.6
19139;19139;27757;0;0.6
32104;22072;32104;1;7.5
18483;18483;24133;0;3.2
37769;17159;37769;1;5.8
31497;22815;31497;1;7.2
16199;16199;34709;0;1
17947;17947;27436;0;1.5
38799;21685;38799;1;7.3
31980;18078;31980;1;4.7
22505;22505;30978;0;1.2
23284;23284;34228;0;2.6
37338;26369;37338;1;9.1
39644;31501;39644;1;7.8
32612;22624;32612;1;6.5
29434;19307;29434;1;5.2
38815;23354;38815;1;9.5
24670;24670;23861;0;4.7
24211;24211;33122;0;4.6
31131;21968;31131;1;9.6
16645;16645;30690;0;0.6
35013;21983;35013;1;6.9
11615;11615;32984;0;0.8
22291;22291;31351;0;3.2
31584;21960;31584;1;9
33941;23677;33941;1;5.6
22484;22484;31551;0;2.7
28631;20791;28631;1;8.5
18592;18592;28039;0;1.6
34035;23297;34035;1;8.7
33857;31257;33857;1;6.2
33801;20242;33801;1;6.7
17355;17355;29313;0;4
35205;23728;35205;1;5.5
22600;22600;32305;0;1.4
32725;35426;32725;1;8.5
25015;25015;29452;0;0.1
21719;21719;28464;0;5.2
22473;22473;25206;0;3.3
32088;21921;32088;1;8
30884;29289;30884;1;6.4
32285;19710;32285;1;7.9
24223;24223;26715;0;3.6
25330;25330;24406;0;2.5
22873;22873;24616;0;4.4
20308;20308;37845;0;0.8
26434;26434;36906;0;3.3
32163;19509;32163;1;7.5
25650;25650;34019;0;5.9
44315;24634;44315;1;8.3
34501;27898;34501;1;7.6
14569;14569;31451;0;3.5
30776;24379;30776;1;9.1
22960;22960;27839;0;4.2
22734;22734;30582;0;0.6
29613;27026;29613;1;6.7
34274;21141;34274;1;5.9
33161;27255;33161;1;7.5
35024;27315;35024;1;4
33289;26084;33289;1;8.2
34442;23368;34442;1;8.5
28093;26396;28093;1;6.8
36210;23888;36210;1;9.9
34846;26317;34846;1;6.3
16451;16451;29854;0;5
34785;30643;34785;1;8.3
37169;23630;37169;1;6.7
33812;19684;33812;1;7.7
26751;17296;26751;1;8.5
30791;24428;30791;1;6.2
35117;26825;35117;1;9.4
24515;24515;32812;0;5.9
27709;25395;27709;1;8.8
38712;27334;38712;1;9.2
17871;17871;29919;0;0.2
34027;23356;34027;1;10
22035;22035;27514;0;1.2
32314;23530;32314;1;5.4
18659;18659;28435;0;3.8
33216;16202;33216;1;4.7
34757;23800;34757;1;9.7
14274;14274;25928;0;1.3
30091;30091;30048;0;5.6
28874;28874;39916;0;2.8
36480;31976;36480;1;5.4
40618;27100;40618;1;6.8
21242;21242;30826;0;5.4
19675;19675;25557;0;2.9
38311;16508;38311;1;7.2
42085;27977;42085;1;9.9
38877;21647;38877;1;9
24984;24984;26061;0;3.1
32312;20009;32312;1;8.4
31194;31194;21346;0;3.3
16563;16563;32595;0;0.1
34525;24954;34525;1;3.9
17868;17868;31267;0;0.2
21922;21922;33386;0;2
32157;25585;32157;1;4.7
35948;22602;35948;1;9.3
32700;20647;32700;1;7.8
21633;21633;27308;0;0.6
21844;21844;28728;0;0.6
29370;27868;29370;1;7.1
41239;23357;41239;1;7.6
41847;26367;41847;1;9.1
29367;29367;33804;0;1.5
25812;25812;26097;0;0.7
21993;21993;27882;0;6
34570;25509;34570;1;8.7
25645;26776;25645;1;5
16641;16641;27424;0;2.5
13581;13581;22204;0;1.2
19351;19351;35376;0;2.7
34616;21629;34616;1;9.6
22375;22375;30636;0;4.1
34786;25248;34786;1;7.6
19805;19805;29885;0;1
35125;24696;35125;1;10
29272;29272;30301;0;3.9
35519;17609;35519;1;7.6
20250;20250;30332;0;3
24510;24510;32639;0;3.7
14996;14996;29971;0;3.1
23813;23813;30843;0;4.5
31918;27139;31918;1;5.1
21129;21129;30103;0;2.9
32162;25204;32162;1;9.2
27104;27104;27227;0;1
28815;17663;28815;1;7
21983;21983;26589;0;0.1
30453;19805;30453;1;9.8
25774;25774;36530;0;5
27904;27904;27713;0;4.5
39548;14841;39548;1;9.4
27902;22272;27902;1;4.2
35678;22447;35678;1;6.5
36494;21810;36494;1;7.1
23834;23834;28524;0;3.8
26463;26463;23106;0;4.2
34548;29479;34548;1;7.9
23727;23727;28495;0;0.5
38101;29082;38101;1;5.7
19085;19085;23447;0;1.1
40376;21406;40376;1;7.2
34869;24519;34869;1;9.5
32643;23484;32643;1;7
30211;22795;30211;1;9.2
19658;19658;31939;0;4.3
34301;29883;34301;1;7.8
38170;17358;38170;1;8.5
32966;25248;32966;1;7.6
34578;23321;34578;1;6.3
30888;30888;23661;0;1.8
21446;21446;29013;0;0.6
28510;25043;28510;1;9
38765;26080;38765;1;7.3
36706;22884;36706;1;6.6
34018;30220;34018;1;9.8
19392;19392;30605;0;1.3
20795;20795;24602;0;6.2
22802;22802;29679;0;4
38892;26389;38892;1;9.8
21628;21628;24808;0;1.8
29383;25870;29383;1;6.8
19356;19356;29982;0;1.5
33274;26788;33274;1;7.1
25911;25911;27600;0;1.5
18071;18071;25584;0;4.1
25106;25106;29868;0;3.8
20672;20672;27965;0;0.2
16497;16497;36129;0;0.4
20818;20818;29231;0;1.3
29393;28903;29393;1;7.4
31445;32403;31445;1;4.3
40088;22842;40088;1;6.9
16954;16954;26229;0;1.4
20187;20187;29657;0;1.5
15362;15362;24635;0;0.6
27916;30216;27916;1;9
20316;20316;29371;0;4.8
34863;24796;34863;1;5.5
23964;23964;31144;0;2.7
32200;28252;32200;1;5.9
38574;18089;38574;1;9.9
33603;18281;33603;1;7.2
34269;16012;34269;1;5.4
27708;27708;26790;0;6.2
30932;13816;30932;1;6.7
29129;25993;29129;1;6.1
37175;26527;37175;1;6.9
30311;22631;30311;1;3.9
33518;22551;33518;1;5.2
31124;27009;31124;1;5.8
42347;19570;42347;1;7.4
35007;18815;35007;1;7.6
37994;19190;37994;1;7
35006;19937;35006;1;6.8
36212;24588;36212;1;7.8
18110;18110;28277;0;1.9
34333;22221;34333;1;8.4
42731;24799;42731;1;8.1
32604;29181;32604;1;8.5
19111;19111;37937;0;4.4
17803;17803;28963;0;5.2
19827;19827;33805;0;1.7
21229;21229;29704;0;1
21299;21299;30105;0;4
18268;18268;34926;0;0
17958;17958;29522;0;0.3
26454;26454;28157;0;3.3
40152;19769;40152;1;6.8
11296;11296;32267;0;0.6
28182;28458;28182;1;9.7
21833;21833;30882;0;3.8
41321;21714;41321;1;5.7
29238;29238;31709;0;4
29495;18109;29495;1;7.3
35483;27555;35483;1;6.2
21213;21213;33245;0;3.1
33169;25082;33169;1;9.5
16990;16990;31732;0;1.7
28793;26340;28793;1;9.6
15816;15816;28093;0;2.6
32833;24516;32833;1;8.2
28680;28680;30203;0;3.8
33842;17962;33842;1;5.9
31694;22995;31694;1;6.8
30059;19151;30059;1;6.6
40873;29347;40873;1;7.5
25700;25700;32290;0;4.8
31159;31067;31159;1;5.3
13071;13071;32595;0;0.6
33733;20735;33733;1;4.9
35387;28593;35387;1;9.7
32221;29754;32221;1;7
33302;24629;33302;1;8.8
17719;17719;32839;0;3.8
33615;18080;33615;1;8.8
30868;26690;30868;1;5.5
32493;32493;29336;0;3.1
33801;28975;33801;1;8.1
34367;27376;34367;1;7.2
25917;25917;26018;0;4.1
33342;23432;33342;1;6.9
21477;21477;33795;0;3.9
19857;19857;39307;0;0.6
35935;19904;35935;1;4.9
20414;20414;26395;0;4.3
24345;24345;30082;0;4.8
40871;19312;40871;1;6.5
21273;21273;33675;0;4.4
32417;25577;32417;1;6.6
18948;18948;30554;0;5.9
21971;21971;33832;0;2.7
35593;29014;35593;1;9.1
31961;22518;31961;1;9.7
29142;29142;32659;0;0.4
39495;25324;39495;1;9.7
31247;25551;31247;1;4.5
38185;24369;38185;1;7.6
30317;27508;30317;1;8.7
11508;11508;23101;0;2.6
34287;24465;34287;1;6.8
22577;22577;28385;0;1.7
34292;21772;34292;1;4
20990;20990;27950;0;1
35356;24081;35356;1;5.4
27544;27544;26270;0;2.6
40899;23694;40899;1;9.9
20767;20767;27284;0;0.3
23362;23362;27970;0;6.6
39301;23817;39301;1;6.9
21892;21892;36507;0;5.6
18099;18099;29993;0;0.7
28813;28813;22022;0;6.6
22458;22458;29069;0;1.2
30883;25945;30883;1;7.8
35817;25075;35817;1;7.5
31550;29431;31550;1;4.6
31130;18581;31130;1;6.6
38008;19584;38008;1;7.8
36477;30514;36477;1;8.7
19681;19681;27129;0;3
39880;25473;39880;1;6.9
34536;26072;34536;1;5.4
21500;21500;27690;0;4.7
21268;21268;34301;0;0.2
26074;23143;26074;1;6.7
28131;26366;28131;1;8.6
25770;25770;30293;0;0.6
31899;22360;31899;1;7.7
35109;17753;35109;1;5.4
45699;28674;45699;1;8
38363;25910;38363;1;5.7
36059;17484;36059;1;9
37875;18179;37875;1;7.8
32336;32336;23756;0;6.2
22419;22419;26798;0;4.8
21723;21723;32496;0;5.8
37202;23762;37202;1;5.4
29408;19407;29408;1;7
17469;17469;25350;0;0.9
23673;23673;27386;0;1.7
30791;26258;30791;1;7.1
18546;18546;34744;0;0.3
18778;18778;38705;0;0.3
15398;15398;34800;0;1.9
18224;18224;27408;0;5.8
14930;14930;35660;0;2
34914;23798;34914;1;6.6
37395;27869;37395;1;6.5
37870;25894;37870;1;9.2
23078;23078;28151;0;0.8
32206;28952;32206;1;8.2
15077;15077;24644;0;0.9
34966;26597;34966;1;8.5
26024;26024;27836;0;2.8
27833;27833;28537;0;0.4
30605;31717;30605;1;7.9
34238;24218;34238;1;9.5
22955;20619;22955;1;4.7
19430;19430;31038;0;3.3
26071;26071;31459;0;4
34972;22473;34972;1;10
38096;36331;38096;1;6.8
24371;24371;27733;0;2.5
38066;25595;38066;1;6.6
21430;21430;22627;0;1.2
34543;34559;34543;1;8.9
41333;24901;41333;1;7.6
24872;24872;28404;0;2.1
18201;18201;24937;0;5
39270;32053;39270;1;7.8
34564;28482;34564;1;9
19538;19538;34005;0;1.6
19907;19907;27990;0;3.2
26450;26450;30839;0;2.2
15500;15500;39050;0;1.7
17678;17678;32194;0;2.8
37439;24850;37439;1;7.8
28196;24407;28196;1;8.7
34035;27360;34035;1;4
21607;21607;28240;0;2.5
36613;25062;36613;1;8.6
21727;21727;30341;0;2.2
37019;25299;37019;1;7.4
24470;24470;27279;0;3.9
25198;25198;35325;0;4.1
36182;14598;36182;1;5
34329;16976;34329;1;5.7
41024;23032;41024;1;6.2
33586;33282;33586;1;6.4
31312;24766;31312;1;4.9
17638;17638;35697;0;1.2
23196;23196;24569;0;3.7
20037;20037;29507;0;2.8
27226;30031;27226;1;8.2
35047;25822;35047;1;6.2
14255;14255;31323;0;0.1
47436;31635;47436;1;9.7
15071;15071;28760;0;2.8
34371;26225;34371;1;7.9
33236;29138;33236;1;7.3
37490;24082;37490;1;6.9
25686;25686;38045;0;0.8
36806;28103;36806;1;8.2
26307;26307;31100;0;5
39856;28116;39856;1;6.8
33003;26222;33003;1;7.3
19486;19486;28091;0;2.6
36387;21687;36387;1;5
39315;25431;39315;1;8.9
16725;16725;25422;0;0.2
27577;27577;33322;0;1.4
24934;24934;31396;0;6.1
16089;16089;31805;0;1.6
23868;23868;32784;0;4.2
33169;20671;33169;1;6.2
18115;18115;34117;0;1.9
37134;26190;37134;1;9.5
37770;23428;37770;1;7.2
17692;17692;31296;0;2.8
23309;23309;29597;0;5.6
32377;24493;32377;1;8.5
19662;19662;27625;0;3.7
34715;27046;34715;1;4.3
17044;17044;31915;0;0.6
27805;27805;26810;0;6.9
24493;24493;26654;0;0.1
23088;23088;26911;0;0.8
17509;17509;30237;0;5.2
22378;22378;23790;0;1.4
21735;21735;22219;0;1.9
31138;30944;31138;1;9.7
41957;26559;41957;1;8.3
25537;24956;25537;1;5.1
24036;24036;23086;0;3.6
29035;29035;30864;0;5.3
17964;17964;30690;0;2.1
14848;14848;39170;0;0.1
20393;20393;30784;0;1.9
32643;30225;32643;1;8.9
26314;26314;40370;0;2.4
35282;22470;35282;1;4.5
37742;19332;37742;1;8.4
41223;22524;41223;1;6.8
28342;28342;33585;0;4.7
29683;23797;29683;1;6.4
17726;17726;29515;0;2.7
34653;29545;34653;1;6.5
34349;35262;34349;1;9.1
19136;19136;31862;0;3.4
25992;25992;26736;0;5.3
39350;28625;39350;1;9.7
27474;27042;27474;1;5.9
25023;25023;35998;0;5.5
39709;27982;39709;1;8.4
28824;28824;26963;0;4.3
13158;13158;29035;0;1.3
34977;18186;34977;1;9.5
28687;23549;28687;1;6.5
21558;21558;28837;0;3.5
25922;16357;25922;1;6.9
17591;17591;24700;0;0.9
31608;22099;31608;1;6.9
19360;19360;32370;0;0.2
30983;26038;30983;1;8.9
19437;19437;36776;0;4.6
16220;16220;30217;0;0.2
21318;21318;30784;0;2.8
39470;17192;39470;1;7.9
27490;21621;27490;1;4.1
20969;20969;33694;0;3.7
31611;20496;31611;1;5.3
29160;29160;26036;0;1.8
43263;18722;43263;1;9.8
25610;25610;27940;0;4.7
35629;30437;35629;1;7.4
18782;18782;28794;0;3.8
18298;18298;23589;0;4.2
32325;25866;32325;1;5.2
32829;25823;32829;1;9
40200;21413;40200;1;6
18015;18015;29695;0;3.8
38464;22635;38464;1;8.2
38201;24750;38201;1;7
32756;16130;32756;1;4.5
34516;20746;34516;1;8.8
34294;17701;34294;1;4.1
17891;17891;33518;0;4.6
22312;22312;27785;0;0.2
20259;20259;29434;0;0.3
38106;27638;38106;1;8.8
27657;27657;26024;0;3.1
17375;17375;30323;0;2.3
31629;28433;31629;1;9.7
20807;20807;24646;0;3.9
30238;22049;30238;1;4.2
23968;23968;29155;0;2.3
36218;35160;36218;1;8.7
21319;21319;25572;0;2.5
30118;17471;30118;1;6.7
33043;25987;33043;1;8.2
23258;23258;34568;0;5.3
44291;26213;44291;1;9.9
16721;16721;31549;0;0
36366;13406;36366;1;8.9
34594;27297;34594;1;7.6
31445;27370;31445;1;9.1
19748;19748;25709;0;2.7
31490;23267;31490;1;5.3
22663;22663;29472;0;3.6
33574;23414;33574;1;5.6
30126;30126;26554;0;3
32068;17245;32068;1;6.4
32405;21499;32405;1;9.7
31619;21740;31619;1;7.7
17356;17356;31387;0;1.2
20876;20876;32384;0;3.2
22305;22305;39391;0;0
23932;23932;31843;0;4.3
30128;24198;30128;1;7.1
34658;34738;34658;1;4.4
33045;29810;33045;1;7.8
15413;15413;31304;0;0.6
28674;22531;28674;1;4.3
36817;23216;36817;1;7.7
25312;25312;30364;0;4.1
38494;26601;38494;1;8.8
30021;24442;30021;1;9.5
18134;18134;39480;0;2
22280;22280;32882;0;0.2
25154;25154;31847;0;1.9
17686;17686;23162;0;1.4
21553;21553;26481;0;3
30587;27070;30587;1;7.7
37099;24652;37099;1;6.9
34085;26876;34085;1;6.5
25046;25046;28141;0;0.7
30110;20543;30110;1;9
22099;22099;24667;0;1.3
23347;23347;28995;0;2.1
20500;20500;24690;0;1.6
14056;14056;26616;0;0.5
37696;31500;37696;1;7.1
40317;23432;40317;1;8.2
22308;22308;19289;0;4.2
29866;29050;29866;1;9.6
27836;27836;30752;0;3.2
29867;25015;29867;1;4.8
32702;17136;32702;1;9.7
39690;20499;39690;1;9.7
33210;25725;33210;1;9.1
31604;24392;31604;1;9.4
33138;23847;33138;1;6.7
34101;21338;34101;1;6.9
22587;22587;25565;0;1
30937;24645;30937;1;6.7
26990;26736;26990;1;5.1
23540;23540;30706;0;1
20978;20978;27725;0;0.1
36185;24470;36185;1;9.9
32408;31932;32408;1;4.8
31391;24941;31391;1;6.3
36224;24693;36224;1;9.1
35512;20254;35512;1;4.4
22836;22836;32165;0;3.8
21335;21335;30401;0;2.3
24187;24187;22775;0;3.2
23120;23120;32048;0;0
34120;16599;34120;1;6.5
26822;20704;26822;1;3.7
38085;23170;38085;1;9.6
23213;23213;31942;0;1.5
13792;13792;25602;0;2.5
20918;20918;33094;0;5.2
33168;26520;33168;1;4.2
36312;26402;36312;1;9.4
24430;24430;27590;0;5.7
38992;22486;38992;1;8.3
34009;18597;34009;1;7.1
24648;24648;30207;0;0.3
34168;29491;34168;1;6.5
28507;24503;28507;1;5.5
18552;18552;25844;0;3.5
18175;18175;20792;0;1.5
23458;23458;26068;0;4.5
20007;20007;24866;0;0.4
22095;22095;34235;0;5.6
20549;20549;33027;0;1.2
35015;28205;35015;1;9.1
21313;21313;28231;0;0.8
36220;14046;36220;1;8.5
19225;19225;32041;0;1.6
25272;25272;25265;0;2.1
28903;32854;28903;1;9.1
15508;15508;31659;0;4
17490;17490;27694;0;0.4
20556;20556;25496;0;0.4
28510;28510;23180;0;6.4
39508;25232;39508;1;5.8
33427;26531;33427;1;5.2
36178;18061;36178;1;7.6
21746;21746;29473;0;4.5
19914;19914;35094;0;6.7
18402;18402;26632;0;4.9
35603;17998;35603;1;6.8
38264;19123;38264;1;3.6
34444;22326;34444;1;7
22985;22985;28663;0;4.6
32457;30678;32457;1;8.4
29637;28485;29637;1;9.5
34860;28448;34860;1;7.2
38618;21987;38618;1;9.4
12934;12934;29863;0;0.9
32578;22978;32578;1;6.7
23786;23786;41154;0;2.6
20087;20087;22478;0;3.3
22492;22492;33269;0;4.8
41421;21379;41421;1;8.9
28379;20112;28379;1;8.7
22898;22898;34567;0;0.8
18165;18165;35190;0;3.8
21807;21807;34575;0;4.8
30448;28412;30448;1;5.3
33142;21807;33142;1;5.8
32775;25082;32775;1;5.6
31417;24461;31417;1;7.7
18518;18518;29010;0;2.4
20773;20773;32004;0;3.5
39407;28467;39407;1;8
30305;25967;30305;1;9.9
33468;24900;33468;1;7.1
15256;15256;32895;0;1.9
29537;23130;29537;1;6.7
34882;34882;30245;0;1.5
27525;22521;27525;1;6.2
36659;29545;36659;1;9.9
25681;25681;25852;0;0.9
32971;18442;32971;1;7.1
17564;17564;28956;0;0.7
21739;21739;22076;0;3.3
21303;21303;23756;0;4.8
21250;21250;27386;0;1.8
38360;24057;38360;1;7.2
34522;23412;34522;1;6.8
37847;20756;37847;1;8.1
26771;24591;26771;1;5.9
24077;24077;32979;0;3.6
24179;24179;27975;0;0.9
38704;25943;38704;1;6.9
32733;28409;32733;1;4.6
19233;19233;24967;0;2.4
24875;30322;24875;1;7.2
18662;18662;34646;0;1.3
31976;23069;31976;1;6.8
18367;18367;32601;0;0.5
19414;19414;24653;0;1.2
34380;32409;34380;1;9.6
29859;38331;29859;1;9.8
29553;29553;34337;0;4.5
22778;22778;30832;0;1.4
41484;25250;41484;1;9.4
31499;16756;31499;1;5.8
34733;20349;34733;1;6.1
35311;32609;35311;1;8.6
26429;26429;33647;0;0.9
29636;21141;29636;1;5.3
34762;24120;34762;1;6.3
37244;20083;37244;1;9.3
28218;31589;28218;1;7.8
30137;27413;30137;1;10
28164;22011;28164;1;7.4
33417;23660;33417;1;8.7
33782;22390;33782;1;9.4
34809;27192;34809;1;8.4
42836;29332;42836;1;7.5
25046;25046;31968;0;1.5
38793;27133;38793;1;7.7
36176;25674;36176;1;9.5
19999;19999;33378;0;4.8
16924;16924;20402;0;4.8
16111;16111;37235;0;0.7
32331;25259;32331;1;6.6
17470;17470;29637;0;1.7
37047;21982;37047;1;5.5
28337;28337;38449;0;3.2
27443;27443;27546;0;4.3
43993;22877;43993;1;5.7
31405;25677;31405;1;9.8
33729;23736;33729;1;7.4
37733;27947;37733;1;9.8
37793;19719;37793;1;7.7
26142;26142;29536;0;2
30713;30713;24438;0;1.8
15812;15812;30245;0;3.4
13784;13784;32640;0;1.3
20117;20117;22306;0;5
22946;22946;28397;0;4.4
21013;21013;20402;0;1.1
18339;18339;25162;0;4.5
31978;23455;31978;1;7.3
35667;24068;35667;1;8
32354;15113;32354;1;7.2
21828;21828;31015;0;2.6
38509;25958;38509;1;9.1
19953;19953;32983;0;1
19813;19813;29814;0;2
20584;20584;34015;0;1.3
34269;27909;34269;1;8.4
26512;22481;26512;1;7.5
33064;24036;33064;1;8.2
30694;25945;30694;1;6.7
30585;26406;30585;1;4.4
18775;18775;25897;0;2.7
20704;20704;27638;0;1
43600;21691;43600;1;6.8
23571;23571;34209;0;4
35481;18830;35481;1;5.8
